sha256,latent_dinov2_vitl14_reg_slat_enc_swin8_B_64l8_fp16
078494765866d7a1af9cf5851ef64727a804378ac888b76f6b06e7307f83802e,True
c839ae30e77b503810d35302be909d18b44a341dd10a6aaad8b570ef46c87619,True
4feceacb88fd540d2f88585f445a87d2ae3b289586bd797242390bdde9d81d64,True
adc6f1c7ac05f4a9fd045219345888e00d72ab180f083a741810876bcdace85a,True
3dd591bdc67fa38a458b80df0cd3c0d4985f75dcbcda62e5a0c3f9135fb286b4,True
21e3e366ab985bbd2637b6c5512b397ce6235e50a41d470dd160b8178fbac356,True
d3408e1ddf54e82dd2e1f1ab7aeb186562cff4c741afb5478dad09b49b86e9ad,True
e1c63a9391c3b98a3e35f4b3886c2fa31098da61d74e3b97df1d5294bdd6d8a8,True
58072b5255fb3beb6e8666604cdeea584f9ef573587dcf87eb1085f4e4aa7ec7,True
2f2fbd11907df0190be32a27a13096135de30a553db5c947ce090c9791acc0e8,True
05cc027bdf476920e5c504555ee751d250445934dcc02fd366cd056f0f293507,True
0c79051be7d0668663acab64c731f3fea42260692f688c13b2a598ef8da60508,True
dae0441f8aed340af0dec5dba615f4b4b48d04ec98b107d2d7fbd06dd0141ab6,True
2cc5e36cd579697405bdb8726bd4434c67aa3365537b26df4ad4b8e4c646b550,True
4454b432bb7e71641bb08d912940d6422829187c94c0fbe1f03bfbe1eb41824d,True
3185b40c877d30f0f4677f2c7ac592a3f6ee391d4b7cf47c47d62bd9b1b033b5,True
4fc96e8faba8c5745c662b772631df45ec64cb8093ed3283cc52b9f3854dd207,True
911915186fff4785cbc632509186780a0a13939a4f438c549f4010b4cd209348,True
170446e8ab9c10e40c169b55dcd39ef3b6e94f1a49f4839f0bafaea3909257e5,True
dbfd21a7070725465f8edf82a836e6d8edad30482a8c226fb4f9a6c5d5e26de3,True
e943c448d075b432d2207c898f32ce5abc7e317349448970876b65bd3ce5b345,True
17c7e4c352617440bac5c4a2f57ad32aeedc16efd191cf73c3539f8a48a08a12,True
d32f47a7c22a76b02bcc2f6eb956dac6766cf11d1303a577433022f8941d59a8,True
c457f0ea98a3f057fcf080f34664f47b108d8902efeee4c247b53064c6fec746,True
9094044e901039518111fb01b27839d26ae8d48ffca47e8bf02d25e16cf3ae1c,True
dab7eeab14c80c848a4baf493d74ec67d0a82e9b2d5090c2d138888843e7a9d8,True
f0e9f88450705e565c253c21739e81326f83beb2299803f9297de3b290396bfb,True
902275bbb58ca8e80fbe6b4432e15ec56e0ae85f53a32f0f59406f4c700fcff2,True
7a5f1a22679611f45c380aef250669b8b3af54719fcca5bff8d95693ceec196a,True
1590162e98e51538b1b731e3c2218393215601e5313d8d953253a07b5ae01aa0,True
48b51abd9b1e905616829ed8ab8ce4b6ea4d532dbf944918036286d592a9d273,True
0e7139e13afdf2d9632350881399d5b287a78eb85642047d04d830d8e611883b,True
230450b28c17f639600ad8a2a1053c78f93807a274051bfaad32c085a9be99a6,True
c90595c86903b4b3925363c1ecdf6f0755d8a686e5669b6e0ab651fb88d2f846,True
96ba75e47bd8f62d294b1d2b36f974a355da166eb93e1e5affe3451b7b7f00c5,True
5c63bdae1f07d39147352b25bfd152b4d98afed59584bf4e30076d0311c51bda,True
6a4735c90a64402eccdc735a3f712bcc351e80ec1aef60341ba9d674c35d2400,True
003b2280a4d86b273a60cfce57ecbf8eb25af0e7b850c2f086b4c4d87baf8ab4,True
4e86aa959a535ce54c5ab4170b563c491d2038d85b9277d9c68afac042bdc255,True
4a1636394bf1857e632e838a94bbbd52a3162eb88969eedf9d5aba397f7e6724,True
cf4005281378511ac323d91c81428e97966890e191518a87318e7ca074a45633,True
f3e49dfeb173d52aa1a4d74803dae1a54b3048ca51df336702973763dd6b81ed,True
1ee4f5f63d6355613fc48f31182c779e343df6d60246b0d04668117b207d49fa,True
34cff541492c6fc8b19e764d04f067900b744d7f38c330458c1cb02506578dfe,True
fe104c4490d65a86e08a1c2a3f0fe628d37c22bcca51725abd3bcedcffcaa971,True
c5b07c982cbfcf4b1dc7b5ac14f48e631539a0cac85c55d75c1f80b455389fb7,True
fd0576fa981206bdfec17dd2d411dbe6147bde47a0eecd4bfded9a630676383d,True
86ae125c2fc9f50bab38451734a672820fecbbbe2f57f4d89bb38873ff9d9ee0,True
c1ec85fe2d2a62953f1a40217216ea641dc959e002bd93b897d554f3385e16cc,True
1e1f0db1720f85212158bb622c9b28e392ae185474a78a289512a80a8a4abe4e,True
863b952e770664774992862ad6c57b4ed332b966c31fef0596b14e69f754b553,True
768f96f459dc0425adba20d0524b1e9ef94a6a0fe2f0266ebc95bf1bd099a645,True
0951a2d88df5f8069078e0bcf478b7210fdca9e1c2710c479b1281f7cea74877,True
957f8e8a73be62e7bff451b89f74801eaa9a1f7fbbe89d742898506e4e20d70a,True
67d41bb69eef2d9db05135dcf9d6dae7e11c51a578ac095b277d25cc65c5d388,True
82f29a70f0bd706334be9d0256a4a4706f88eb71b97dbdd2b9ad72647680f91c,True
177c293d14acb1053754176df6c3bf8bc49f28d86d88ac6377f8218f41fb325e,True
2725c2d7e2ca0cf43483c76a782716ddaccd16223eefee8b646f84dfb217663c,True
a9b58c30084d9f6d8a8182549ad909d5aa7cf8de0bade49d8935673e46ac2951,True
350e27e6f5333bdf71516854e46933136ab73b6926caf32bee003d8a1f6af2a3,True
b45c744fe27479fdac8d71d62d24f2a2b20f122523c49877c5105a62571f03e4,True
cc0343d1cfc3a06287e53b77bd57152dde8a4002ed2db2fd743943a9973cd447,True
8f8a8cbc954177a84b52a9a5418f0a360529ae709f86cec554d9f2b414a03748,True
e37bfff622ca8b300e57305f6a5d165ba194ba8163bb3dcbca000502f9d96103,True
a55fb9163da665589cf8f6cb7ddd538a084778a278aaa19ce4609c5529403376,True
63d151ae070bf7c603b8e9f25c41a2ffaa6b2c50163bd223d06ec1517aaa5740,True
3d5c1049f6df4ad945b2a0d9696a22f14476e45c0258d4fa430c9f4612204cfe,True
e29886ea7eada80f528ed17e31200220b09722d8f82b4d83fd0cc107960064ce,True
41cef9655a5fa222b98112e47f49dc9c30fe5afc1b0678535b0bd6e70dc40f08,True
3505f6e9a127202e3462390429822a26e7f81f23c6cb1d02877168cc5e612050,True
db2024e1ce9b5adbdf97831b8c8758bfafb7d37b937081c83bf5f1c83b74de99,True
21f2b0fe500e1fe6b15667e34458ec15c150d36857d9ff5bf686445a7b50e725,True
295d691d52728ee1057040ff123b673d3c0c34e9fcceb4c3b1cf1593fea1052d,True
ab91dedc94a1491648d6e0142178a534974533c2ee437773e071cc362de2c34f,True
f05413c660239ad575e9cc0c3e032ee677891c2f9da6997aa0816f99d5b1888b,True
df1ef1bee56fd75a2c269a22e71de17f235953e3dfe824c917ed8d1bcb3c5601,True
